topic,argument,key_point,stance,label,set,ibm_pro_deb_qs
We should fight for the abolition of nuclear weapons,nuclear weapons are deadly and eventually we might need them.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8402175903320312
We should fight for the abolition of nuclear weapons,nuclear weapons are effective in creating a stand-off between counties that have them. this can result in less people dying.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9377492666244507
We should fight for the abolition of nuclear weapons,nuclear weapons are expensive to maintain,Nuclear weapons can fall into the wrong hands,1,0,train,0.7545134425163269
We should fight for the abolition of nuclear weapons,nuclear weapons are expensive to maintain,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.7545134425163269
We should fight for the abolition of nuclear weapons,nuclear weapons are good for no one.,Nuclear weapons can fall into the wrong hands,1,0,train,0.5320942401885986
We should fight for the abolition of nuclear weapons,nuclear weapons are good for no one.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.5320942401885986
We should fight for the abolition of nuclear weapons,nuclear weapons are important in the fight against those who want to hurt their enemies,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9291476607322693
We should fight for the abolition of nuclear weapons,Nuclear weapons are much less costly than the massive numbers of conventional weapons which would be required to replace them.,Nuclear weapons is essential for protection and deterrence,-1,0,train,0.898436963558197
We should fight for the abolition of nuclear weapons,nuclear weapons are needed as a prevention measure.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8180031180381775
We should fight for the abolition of nuclear weapons,"nuclear weapons are not needed in war fare, they wipe out the innocent people as well as the enemy.",Nuclear weapons can fall into the wrong hands,1,0,train,0.810842752456665
We should fight for the abolition of nuclear weapons,"nuclear weapons are not needed in war fare, they wipe out the innocent people as well as the enemy.",Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.810842752456665
We should fight for the abolition of nuclear weapons,nuclear weapons are one of the biggest threats facing humanity today. abolishing them would eliminate that threat.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9651267528533936
We should fight for the abolition of nuclear weapons,nuclear weapons are only safe if the leaders in charge can be trusted. it would only take one leader to destroy the whole planet.,Nuclear weapons can fall into the wrong hands,1,1,train,0.8741654753684998
We should fight for the abolition of nuclear weapons,nuclear weapons are only safe if the leaders in charge can be trusted. it would only take one leader to destroy the whole planet.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8741654753684998
We should fight for the abolition of nuclear weapons,nuclear weapons are the most dangerous thing on earth and should be abolished,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8978356719017029
We should fight for the abolition of nuclear weapons,nuclear weapons are the only thing keeping some countries from fighting.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8629868030548096
We should fight for the abolition of nuclear weapons,nuclear weapons are the only thing keeping some countries safe from another country. getting rid of them would cause immediate deaths from the resulting wars.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9654549360275269
We should fight for the abolition of nuclear weapons,nuclear weapons are the only way to achieve order,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.845827043056488
We should fight for the abolition of nuclear weapons,nuclear weapons are too dangerous to keep. we must get rid of all of them or face a nuclear winter.,Nuclear weapons can fall into the wrong hands,1,0,train,0.8805550336837769
We should fight for the abolition of nuclear weapons,nuclear weapons are too dangerous to keep. we need to rid our world of their threat.,Nuclear weapons can fall into the wrong hands,1,0,train,0.8764404654502869
We should fight for the abolition of nuclear weapons,nuclear weapons are too dangerous to keep. we need to rid our world of their threat.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8764404654502869
We should fight for the abolition of nuclear weapons,nuclear weapons are very volatile and should be done away with.,Nuclear weapons can fall into the wrong hands,1,0,train,0.7903844118118286
We should fight for the abolition of nuclear weapons,nuclear weapons become more and more of a threat as they age and more countries seek to acquire them as well as terrorists as the weapons proliferate.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9541042447090149
We should fight for the abolition of nuclear weapons,nuclear weapons being around is a big reason wars have not started.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.7845284342765808
We should fight for the abolition of nuclear weapons,Nuclear weapons can be fired remotely. They do not require a battlefield presence and thus are not a direct threat to personnel.,Nuclear weapons is essential for protection and deterrence,-1,0,train,0.8511824607849121
We should fight for the abolition of nuclear weapons,Nuclear weapons can bring about a certain level of respect,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.5693283081054688
We should fight for the abolition of nuclear weapons,Nuclear weapons can bring the human society as we know it to an end. Things so dangerous should not exist!,Nuclear weapons can fall into the wrong hands,1,0,train,0.8234365582466125
We should fight for the abolition of nuclear weapons,Nuclear weapons can bring the human society as we know it to an end. Things so dangerous should not exist!,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8234365582466125
We should fight for the abolition of nuclear weapons,nuclear weapons can eliminate large populations of people,Nuclear weapons can fall into the wrong hands,1,0,train,0.8975374102592468
We should fight for the abolition of nuclear weapons,nuclear weapons can eliminate large populations of people,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8975374102592468
We should fight for the abolition of nuclear weapons,nuclear weapons cause wars and are not a sufficient deterrent,Nuclear weapons can fall into the wrong hands,1,0,train,0.9558501243591309
We should fight for the abolition of nuclear weapons,nuclear weapons create unnecessary political tension,Nuclear weapons can fall into the wrong hands,1,0,train,0.9911354780197144
We should fight for the abolition of nuclear weapons,nuclear weapons create unnecessary political tension,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9911354780197144
We should fight for the abolition of nuclear weapons,nuclear weapons create unnecessary political tensions,Nuclear weapons can fall into the wrong hands,1,0,train,1.0031297206878662
We should fight for the abolition of nuclear weapons,"nuclear weapons development leads to other non-combative discoveries, such as nuclear energy.",Nuclear weapons is essential for protection and deterrence,-1,0,train,0.8710470199584961
We should fight for the abolition of nuclear weapons,Nuclear weapons do not keep the peace; they breed fear and mistrust among nations.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9678241014480591
We should fight for the abolition of nuclear weapons,Nuclear weapons encourage global stability and increase peace.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.991001546382904
We should fight for the abolition of nuclear weapons,Nuclear Weapons have a capacity to wipe out an entire nation,Nuclear weapons can fall into the wrong hands,1,0,train,0.9524348378181458
We should fight for the abolition of nuclear weapons,Nuclear Weapons have a capacity to wipe out an entire nation,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9524348378181458
We should fight for the abolition of nuclear weapons,nuclear weapons have ensured that there has not been a third world war because of the destructive threat,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8824888467788696
We should fight for the abolition of nuclear weapons,nuclear weapons have helped keep the peace in a dangerous and uncertain world for several decades,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9724011421203613
We should fight for the abolition of nuclear weapons,nuclear weapons have no place in the world today. it has been proven that nuclear weapons cannot be handled properly or securely and is a danger to the world.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9792693257331848
We should fight for the abolition of nuclear weapons,nuclear weapons have no place in the world today. it has been proven that nuclear weapons cannot be handled properly or securely and is a danger to the world.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9792693257331848
We should fight for the abolition of nuclear weapons,nuclear weapons have proved to be an effective way of keeping peace between the superpowers,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9579237699508667
We should fight for the abolition of nuclear weapons,nuclear weapons have the ability to destroy the entire human race and should be banned.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9528349041938782
We should fight for the abolition of nuclear weapons,"nuclear weapons have the capability to destroy civilization at a stoke, and are far too dangerous to be in the hands of any individual country.",Nuclear weapons can fall into the wrong hands,1,0,train,0.9441903829574585
We should fight for the abolition of nuclear weapons,nuclear weapons help to insure that other countries will not attach because they in turn will most certainly be destroyed.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.6704628467559814
We should fight for the abolition of nuclear weapons,"nuclear weapons help to keep the peace between countries; abolition would potentially see some of the stock filter into terrorist hands, and become exponentially more dangerous.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9437242150306702
We should fight for the abolition of nuclear weapons,nuclear weapons is dangerour for all people and should be banned,Nuclear weapons can fall into the wrong hands,1,0,train,0.6677115559577942
We should fight for the abolition of nuclear weapons,"nuclear weapons kill thousands of innocent civilians, men, women and children.",Nuclear weapons can fall into the wrong hands,1,0,train,1.0070966482162476
We should fight for the abolition of nuclear weapons,"nuclear weapons must be maintained as a deterrent to full scale nuclear war, as mutually assured destruction may very well prevent all out nuclear war.",Nuclear weapons is essential for protection and deterrence,-1,1,train,1.0085529088974
We should fight for the abolition of nuclear weapons,"nuclear weapons must not be used or manufactured, they are a threat to humanity",Nuclear weapons can fall into the wrong hands,1,0,train,0.9046649932861328
We should fight for the abolition of nuclear weapons,"nuclear weapons must not be used or manufactured, they are a threat to humanity",Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9046649932861328
We should fight for the abolition of nuclear weapons,nuclear weapons not only are deadly but also cause horrible conditions to humans.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9021180868148804
We should fight for the abolition of nuclear weapons,nuclear weapons not only are deadly but also cause horrible conditions to humans.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9021180868148804
We should fight for the abolition of nuclear weapons,nuclear weapons present a balance between the great powers of the world.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8009334802627563
We should fight for the abolition of nuclear weapons,nuclear weapons present a threat to global security when they are in the hands of dictators.,Nuclear weapons can fall into the wrong hands,1,1,train,0.942548394203186
We should fight for the abolition of nuclear weapons,nuclear weapons present a threat to global security when they are in the hands of dictators.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.942548394203186
We should fight for the abolition of nuclear weapons,Nuclear weapons prevent conflicts from dragging onward because once they are used involved countries lose the motivation to continue fighting (re: Hiroshima and Nagasaki).,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8388839960098267
We should fight for the abolition of nuclear weapons,Nuclear weapons promote diplomacy as a solution to conflict.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9712475538253784
We should fight for the abolition of nuclear weapons,Nuclear weapons provide a deterrent for starting a major conflict.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9974753260612488
We should fight for the abolition of nuclear weapons,Nuclear weapons put everyone at risk and protect no one; there is no reason to keep them.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9103685617446899
We should fight for the abolition of nuclear weapons,nuclear weapons should be abolished because it is an ongoing health risk,Nuclear weapons can fall into the wrong hands,1,0,train,0.8884941339492798
We should fight for the abolition of nuclear weapons,nuclear weapons should be abolished because it is an ongoing health risk,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8884941339492798
We should fight for the abolition of nuclear weapons,nuclear weapons should be abolished since it is inconceivable that they could be ever used because of the catestrophic consequences,Nuclear weapons can fall into the wrong hands,1,0,train,0.9509921073913574
We should fight for the abolition of nuclear weapons,nuclear weapons should not be abolished because they provide a safety net. rogue nations have fear of the power of nuclear weapons.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9320552349090576
We should fight for the abolition of nuclear weapons,nuclear weapons should not be abolished because we need them to defend our country,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.7589991688728333
We should fight for the abolition of nuclear weapons,nuclear weapons shouldn't exist and if used erroneously could destroy the planet,Nuclear weapons can fall into the wrong hands,1,0,train,0.901456892490387
We should fight for the abolition of nuclear weapons,nuclear weapons shouldn't exist and if used erroneously could destroy the planet,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.901456892490387
We should fight for the abolition of nuclear weapons,nuclear weapons stop countries from attacking those that hold them and therefore protect those countries.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8977928161621094
We should fight for the abolition of nuclear weapons,nuclear weapons will destroy all life it is not banned.,Nuclear weapons can fall into the wrong hands,1,0,train,0.7917388677597046
We should fight for the abolition of nuclear weapons,nuclear weapons will eventually lead to the end of the world.,Nuclear weapons can fall into the wrong hands,1,0,train,0.8871580362319946
We should fight for the abolition of nuclear weapons,nuclear weapons will eventually lead to the end of the world.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8871580362319946
We should fight for the abolition of nuclear weapons,nuclear weapons will result in world destruction and should be abolished,Nuclear weapons can fall into the wrong hands,1,0,train,0.9516907334327698
We should fight for the abolition of nuclear weapons,"Nuclear weapons, as any other weapons, can be used for protection, deterrence, and ensuring rather than disrupting safety. Our goal should be to control the proliferation of nuclear weapons rather than get rid of them.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.944980800151825
We should fight for the abolition of nuclear weapons,"Nuclear weapons, by virtue of the principle of mutual assured destruction, have made another great war between global powers impossible.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9941912293434143
We should fight for the abolition of nuclear weapons,our goal should be the abolition of nuclear weapons because a nuclear war would likely destroy the world.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9337282180786133
We should fight for the abolition of nuclear weapons,Radioactive waste from nuclear weapons poses a real threat to the health of the population living near those site.,Nuclear weapons can fall into the wrong hands,1,0,train,0.958795964717865
We should fight for the abolition of nuclear weapons,Radioactive waste from nuclear weapons poses a real threat to the health of the population living near those site.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.958795964717865
We should fight for the abolition of nuclear weapons,Testing of nuclear weapons causes pollution and destruction of the environment.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9657108783721924
We should fight for the abolition of nuclear weapons,the abolition of nuclear weapons is a hugely important goal on the path to world peace.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9348537921905518
We should fight for the abolition of nuclear weapons,the abolition of nuclear weapons means we would have a reduced potential of accidental detonation,Nuclear weapons can fall into the wrong hands,1,0,train,0.965323805809021
We should fight for the abolition of nuclear weapons,the abolition of nuclear weapons means we would have a reduced potential of accidental detonation,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.965323805809021
We should fight for the abolition of nuclear weapons,"The choice presented to the human society is simple: either live in constant fear of the other and go down in a spectacular feat of self-destruction, or finally evolve and put an end to nuclear weapons.",Nuclear weapons can fall into the wrong hands,1,0,train,0.7554944753646851
We should fight for the abolition of nuclear weapons,"The cost of developing nuclear weapons in developing states drains cash from infrastructure, education, and welfare funds which hurts the population as a whole.",Nuclear weapons can fall into the wrong hands,1,0,train,0.9826526045799255
We should fight for the abolition of nuclear weapons,"The cost of developing nuclear weapons in developing states drains cash from infrastructure, education, and welfare funds which hurts the population as a whole.",Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9826526045799255
We should fight for the abolition of nuclear weapons,"The development of nuclear weapons in developing states has lead to sanctions by the international community, which starves the poorest civilians who likely had no say in the development of weapons.",Nuclear weapons can fall into the wrong hands,1,0,train,0.9824936985969543
We should fight for the abolition of nuclear weapons,"The development of nuclear weapons in developing states has lead to sanctions by the international community, which starves the poorest civilians who likely had no say in the development of weapons.",Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9824936985969543
We should fight for the abolition of nuclear weapons,"the immediate results of a nuclear attack are already devastating, but the lasting effects make it that much more cruel.",Nuclear weapons can fall into the wrong hands,1,0,train,0.9092928767204285
We should fight for the abolition of nuclear weapons,"The international community has already acknowledged that nuclear weapons are bad by signing a number of nuclear nonproliferation and test-ban treaties, and the next step in international cooperation should be the abolition of nuclear weapons.",Nuclear weapons can fall into the wrong hands,1,0,train,0.9302544593811035
We should fight for the abolition of nuclear weapons,"The international community has already acknowledged that nuclear weapons are bad by signing a number of nuclear nonproliferation and test-ban treaties, and the next step in international cooperation should be the abolition of nuclear weapons.",Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9302544593811035
We should fight for the abolition of nuclear weapons,The one occasion where neclear weapon has been used has brought to the world unimaginable suffering and death. We definately don't want to try that again.,Nuclear weapons can fall into the wrong hands,1,0,train,0.8513931035995483
We should fight for the abolition of nuclear weapons,the only reason nuclear weapons exist is so one country has the ability to destroy another country or force them into submission. the only thing they do is murder.,Nuclear weapons can fall into the wrong hands,1,0,train,0.8915625810623169
We should fight for the abolition of nuclear weapons,The possession of nuclear weapons is illegal under international humanitarian law.,Nuclear weapons can fall into the wrong hands,1,0,train,0.8440756797790527
We should fight for the abolition of nuclear weapons,The possession of nuclear weapons is illegal under international humanitarian law.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8440756797790527
We should fight for the abolition of nuclear weapons,the potential destruction to our entire planet is on the line so we must fight for the abolition of nuclear weapons.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9014498591423035
We should fight for the abolition of nuclear weapons,"The production of nuclear weapons exposes many workers to dangerous levels of radiation, decreasing their lifespan and quality of life unjustly.",Nuclear weapons can fall into the wrong hands,1,0,train,1.0240620374679565
We should fight for the abolition of nuclear weapons,"The production of nuclear weapons exposes many workers to dangerous levels of radiation, decreasing their lifespan and quality of life unjustly.",Nuclear weapons provoke or escalate a disastrous military action,1,0,train,1.0240620374679565
We should fight for the abolition of nuclear weapons,the stockpiling of nuclear weapons ensures that other countries will not attempt to attack. the concept of mutual destruction is a great barrier to nuclear war.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.958707869052887
We should fight for the abolition of nuclear weapons,"The theory of ""Mutual Assured Destruction"" is viable today as much as it was in the cold war, and the result is relative peace",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8966678977012634
We should fight for the abolition of nuclear weapons,the threat of nuclear weapons helps keep other countries from declaring wars.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8719384670257568
We should fight for the abolition of nuclear weapons,the threat of nuclear weapons keeps despots and tyrants in check.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.7627408504486084
We should fight for the abolition of nuclear weapons,"the u. s needs nuclear weapons, just having them prevents other countries from attacking us.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.826566755771637
We should fight for the abolition of nuclear weapons,"the united states, at least, needs nuclear weapons for protection in order to deter other countries from attacking.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8753448128700256
We should fight for the abolition of nuclear weapons,the use of nuclear weapons is a good tool to guard against mutual destruction.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9165942668914795
We should fight for the abolition of nuclear weapons,The use of nuclear weapons would cause the complete annihilation of both the attacker and the defender.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9107681512832642
We should fight for the abolition of nuclear weapons,The use of nuclear weapons would cause the complete annihilation of both the attacker and the defender.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9107681512832642
We should fight for the abolition of nuclear weapons,the use of weapons of such destruction can not be justified,Nuclear weapons can fall into the wrong hands,1,0,train,0.7890573740005493
We should fight for the abolition of nuclear weapons,the use of weapons of such destruction can not be justified,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.7890573740005493
We should fight for the abolition of nuclear weapons,there are many environmental concerns to be considered when using nuclear weapons.,Nuclear weapons can fall into the wrong hands,1,0,train,0.8439331650733948
We should fight for the abolition of nuclear weapons,there are many environmental concerns to be considered when using nuclear weapons.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8439331650733948
We should fight for the abolition of nuclear weapons,there are still dangerous countries that don't possess nuclear weapons and that is what prevents them from attacking a country that has them,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8605519533157349
We should fight for the abolition of nuclear weapons,there has got to be a better way to solve conflicts than wiping out civilizations with nuclear weapons.,Nuclear weapons can fall into the wrong hands,1,0,train,0.8598877787590027
We should fight for the abolition of nuclear weapons,there has got to be a better way to solve conflicts than wiping out civilizations with nuclear weapons.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8598877787590027
We should fight for the abolition of nuclear weapons,There is a risk of terrorists getting a nuclear weapon and creating a dirty bomb capable of destroying cities with millions of citizens.,Nuclear weapons can fall into the wrong hands,1,1,train,0.9454190135002136
We should fight for the abolition of nuclear weapons,There is a risk of terrorists getting a nuclear weapon and creating a dirty bomb capable of destroying cities with millions of citizens.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9454190135002136
We should fight for the abolition of nuclear weapons,there is no benefit to having nuclear weapons as they are violent and only cause problems,Nuclear weapons can fall into the wrong hands,1,0,train,0.9065550565719604
We should fight for the abolition of nuclear weapons,there is no benefit to having nuclear weapons as they are violent and only cause problems,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9065550565719604
We should fight for the abolition of nuclear weapons,"There is no justification for mass destruction. Therefore, nuclear weapons are inherently immoral. Same as private persons should not be able to own assault weapons, the states should be barred from creating and owning nuclear weapons.",Nuclear weapons can fall into the wrong hands,1,0,train,0.7726203799247742
We should fight for the abolition of nuclear weapons,"There is no justification for mass destruction. Therefore, nuclear weapons are inherently immoral. Same as private persons should not be able to own assault weapons, the states should be barred from creating and owning nuclear weapons.",Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.7726203799247742
We should fight for the abolition of nuclear weapons,"there is no need for nuclear weapons anywhere in our world. they don't only destroy lives when used, but also nature in general. we are doing enough to hurt nature already.",Nuclear weapons can fall into the wrong hands,1,0,train,0.9124975800514221
We should fight for the abolition of nuclear weapons,"there is no need for nuclear weapons anywhere in our world. they don't only destroy lives when used, but also nature in general. we are doing enough to hurt nature already.",Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9124975800514221
We should fight for the abolition of nuclear weapons,there is no place in a peaceful world for nuclear weapons.,Nuclear weapons can fall into the wrong hands,1,0,train,0.827314019203186
We should fight for the abolition of nuclear weapons,there is no place in a peaceful world for nuclear weapons.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.827314019203186
We should fight for the abolition of nuclear weapons,these weapons are immoral and shameful,Nuclear weapons can fall into the wrong hands,1,0,train,0.8056788444519043
We should fight for the abolition of nuclear weapons,these weapons are immoral and shameful,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.8056788444519043
We should fight for the abolition of nuclear weapons,"these weapons could kill an entire state of people at once, they are too dangerous.",Nuclear weapons can fall into the wrong hands,1,0,train,0.9287582635879517
We should fight for the abolition of nuclear weapons,"these weapons could kill an entire state of people at once, they are too dangerous.",Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.9287582635879517
We should fight for the abolition of nuclear weapons,they are a valuable deterrant to having another world war.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9147403240203857
We should fight for the abolition of nuclear weapons,they provide security in the form of mutually assured destruction,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8928020596504211
We should fight for the abolition of nuclear weapons,"we can't guarantee that our enemies would not create them behind our back, and then obliterate us.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8028846979141235
We should fight for the abolition of nuclear weapons,"we can't trust every nuclear power to denuclearize, keeping some weapons in stock keeps peace.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.917145848274231
We should fight for the abolition of nuclear weapons,we must fight to have a safe world for our next generations,Nuclear weapons can fall into the wrong hands,1,0,train,0.7942593097686768
We should fight for the abolition of nuclear weapons,we must fight to have a safe world for our next generations,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.7942593097686768
We should fight for the abolition of nuclear weapons,we need to continue to fight to abolition nuclear weapons as there is no need to have weapons of mass destruction.,Nuclear weapons can fall into the wrong hands,1,0,train,0.881035327911377
We should fight for the abolition of nuclear weapons,we need to continue to fight to abolition nuclear weapons as there is no need to have weapons of mass destruction.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.881035327911377
We should fight for the abolition of nuclear weapons,we need to stop creating and hoarding weapons that can potentially destroy the entire planet,Nuclear weapons can fall into the wrong hands,1,0,train,0.9629016518592834
We should fight for the abolition of nuclear weapons,"we should allow for nuclear weapons for without it, the world will be tortured by people who have no morals and will slowly kill us all.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8927510380744934
We should fight for the abolition of nuclear weapons,we should because they are extremely dangerous.,Nuclear weapons can fall into the wrong hands,1,0,train,0.45781588554382324
We should fight for the abolition of nuclear weapons,we should because they are extremely dangerous.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.45781588554382324
We should fight for the abolition of nuclear weapons,we should continue to support nuclear weapons because there will be a day our country will regret not having the bigger and better weapon to defend our country.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8620749711990356
We should fight for the abolition of nuclear weapons,we should fight for the abolition nuclear weapons because of the dangers involved. misuse of nuclear weapons could lead to another world l war.,Nuclear weapons can fall into the wrong hands,1,0,train,0.930894136428833
We should fight for the abolition of nuclear weapons,we should fight for the abolition nuclear weapons because of the dangers involved. misuse of nuclear weapons could lead to another world l war.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,0.930894136428833
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons as no country needs to have weapons capable of doing that much harm to others.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9569151401519775
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons as no country needs to have weapons capable of doing that much harm to others.,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9569151401519775
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons as they can cause catastrophic consequences and can cause unspeakable suffering.,Nuclear weapons can fall into the wrong hands,1,0,train,1.0326889753341675
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons as they can cause catastrophic consequences and can cause unspeakable suffering.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,1.0326889753341675
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because even one nuclear strike could lead to mutually assured destruction.,Nuclear weapons can fall into the wrong hands,1,0,train,1.0205727815628052
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because if someone sets them off it would be the end of the world as we know it,Nuclear weapons can fall into the wrong hands,1,0,train,0.8864396214485168
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because is fundamental for world peace,Nuclear weapons can fall into the wrong hands,1,0,train,0.889850914478302
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because is fundamental for world peace,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.889850914478302
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because the use of nuclear weapons can destroy an entire city or country.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9825412034988403
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because they have destroyed countries and left people for dead and without homes,Nuclear weapons can fall into the wrong hands,1,0,train,0.9687621593475342
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons because they have destroyed countries and left people for dead and without homes,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9687621593475342
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because they pose an existential threat to civilization.,Nuclear weapons can fall into the wrong hands,1,0,train,1.0170326232910156
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because they pose an existential threat to civilization.,Nuclear weapons provoke or escalate a disastrous military action,1,1,train,1.0170326232910156
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons because they turn short term political problems into permanent environmental problems.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9675701856613159
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons for the peace and envelope of people,Nuclear weapons can fall into the wrong hands,1,0,train,0.9560797214508057
We should fight for the abolition of nuclear weapons,we should fight for the abolition of nuclear weapons for the peace and envelope of people,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9560797214508057
We should fight for the abolition of nuclear weapons,We should fight for the abolition of nuclear weapons to ensure a safe future for our children and the world.,Nuclear weapons can fall into the wrong hands,1,0,train,0.967887818813324
